id	logFC	AveExpr	t	P.Value	adj.P.Val	B
THSD7B	1.94745388925	5.208095614625	7.20479820300719	2.94002300868777e-07	0.000710419809761791	5.19683611474743
PLD4	2.09576866908333	2.366854433375	7.10702764923233	3.64924937552692e-07	0.000841944661829198	4.97507121616419
BACH2	1.93225722916667	4.73433283941667	7.08612209743219	3.82245326197516e-07	0.000841944661829198	4.92749842624052
CCL3	2.86984265416667	2.12147685316667	7.07240487481851	3.94066676133327e-07	0.000841944661829198	4.8962540187498
HLA-DPA1	2.231467232	5.33084811991667	7.04970528066111	4.14459822245478e-07	0.000841944661829198	4.84449892113453
OGN	1.47745972066668	9.84418432516667	7.01499089960932	4.47764862308692e-07	0.000865574255328933	4.76522727079624
SLC11A1	-2.22183279091666	4.23092567995833	-6.98319633253478	4.80677829483562e-07	0.000899224173072266	4.6924933041354
CEBPD	-1.57519755616666	4.83921896733333	-6.94758811126942	5.20500066191529e-07	0.000943292510582667	4.6108884457635
CIART	2.02037545483333	5.4816585435	6.84243480403789	6.59043861361923e-07	0.00115817971672612	4.36900687946688
FCN3	-3.00846795583333	2.40047460308333	-6.77111914813594	7.74064958658387e-07	0.00131806901754544	4.20420653455662
VCAM1	2.632941137	6.22620696066667	6.75904798857584	7.95482482611531e-07	0.00131806901754544	4.17625206265023
GSTM2	1.00856676433334	7.3324459115	6.73802832726541	8.34238038171148e-07	0.00134388795965721	4.12753356409402
NFIL3	-1.55539229383333	5.25208439791667	-6.67297904376335	9.66892952710793e-07	0.00148101683146505	3.97643680638818
CPXM2	1.20442204258334	9.65028331154167	6.67136857908974	9.70438494226405e-07	0.00148101683146505	3.97268975369388
MYH10	2.01348587166667	13.2672106016667	6.61001940925973	1.11590833818356e-06	0.00162985719276857	3.82972598266317
ATP6AP1L	1.566750324	4.71263594925	6.60034495192871	1.14080933778066e-06	0.00162985719276857	3.80714179837032
LRRC17	1.5852687445	6.27624943608333	6.5959611122715	1.15227949758611e-06	0.00162985719276857	3.79690457882675
CD83	3.07555506275	3.739586906625	6.57180367063412	1.2176391902291e-06	0.00168129879902277	3.74045237260175
ANTXR1	1.27841133891667	10.411235631375	6.51241553204881	1.39494455735564e-06	0.00184739295374845	3.60139038835069
GAL3ST4	1.25076808616667	5.27867146375	6.51032723789612	1.40163968004641e-06	0.00184739295374845	3.59649325943704
SERPINA3	-3.46898963241666	6.84706373595833	-6.47917879241159	1.50549858779297e-06	0.00194018621337506	3.52339115369352
PHYHIP	-2.47226610049999	4.64278716325	-6.44005083759299	1.64721457176362e-06	0.00206601379952895	3.43140934321019
AP003548.1	1.8504146125	5.75364332183333	6.41847047254974	1.73114375083619e-06	0.00206601379952895	3.38060617839086
COL21A1	1.61920342741667	8.70109390945833	6.41655264555144	1.73881099373637e-06	0.00206601379952895	3.3760888805452
NOV	1.83259996691667	11.7314969482083	6.41485271923388	1.74563613154895e-06	0.00206601379952895	3.37208449543902
C11orf45	1.50071971	3.55952021783333	6.34132470221714	2.06865461760043e-06	0.00238759669639382	3.19858021071146
CCL4L2	2.27535968166667	1.54582883241667	6.32792304112042	2.13381903675936e-06	0.00238759669639382	3.16689362171207
MYO5B	1.52817372808333	6.027963569875	6.32649965121382	2.14086231463243e-06	0.00238759669639382	3.1635270655104
THRB	1.28800405875001	9.009764948375	6.28645563263629	2.34905927296034e-06	0.00257035838522244	3.06872822448838
FDXR	1.29714392433334	5.37311644125	6.2665099412241	2.46037057261477e-06	0.0026155727436911	3.02144646832129
CXCL9	2.74952513075	2.388922982125	6.25934527703045	2.50165799805624e-06	0.0026155727436911	3.00445230003552
HDAC9	1.40915755516667	7.31973593916667	6.25523117524216	2.52568540421605e-06	0.0026155727436911	2.9946914716049
ADRA2C	-1.29117483	4.54014829983333	-6.20713714557512	2.82469869495521e-06	0.00282435778304375	2.88045702730642
HLA-DOA	1.4812525755	2.0162761315	6.19022904656959	2.93821371498058e-06	0.00288806488089608	2.84023996164047
OLFML1	1.22377001508334	7.04584822220833	6.18271558346594	2.99014143897188e-06	0.00289012120783827	2.8223593391983
NHS	1.33417690550001	7.14699588825	6.17067435886547	3.07532433520416e-06	0.0029237259700245	2.79369156968707
ISLR	1.94787383833334	9.03127891025	6.06321149262511	3.95441335548506e-06	0.00345807739114501	2.53720353233058
CFAP61	-1.53472213383333	1.23277460858333	-6.06080850957655	3.97676723399094e-06	0.00345807739114501	2.53145523903076
DMAC1	1.005193221	6.13977624966667	6.05884188493678	3.99515778122731e-06	0.00345807739114501	2.52675036499096
LINC02269	1.96124550941667	3.982439320125	6.04818442521055	4.09633930405895e-06	0.00349351478323957	2.50124740118596
LINC01018	2.14384449575	3.506076477375	6.02769567286965	4.29826619325383e-06	0.00353150165772404	2.45218785882882
DAPL1	2.438844682	2.744891865	6.01413622100336	4.43745857178963e-06	0.00353150165772404	2.41969826734679
SFRP4	1.57030510191667	8.24861486045833	6.01182410519348	4.46164813838042e-06	0.00353150165772404	2.41415650370735
MIR497HG	1.07606117116667	6.313864215	6.0089355792968	4.49205723604017e-06	0.00353150165772404	2.40723246948621
MTTP	2.35397437783333	3.29265354375	5.9995837194288	4.59196733876995e-06	0.00353150165772404	2.3848098950709
BLNK	2.32764245425	2.72672851895833	5.99925818407526	4.59548571415636e-06	0.00353150165772404	2.38402922394005
TXLNB	2.62480841033334	2.84791164041667	5.99841639925168	4.60459644879982e-06	0.00353150165772404	2.38201048118056
C1QTNF7	1.41021136366667	7.69467996458333	5.99625780072449	4.62804348778347e-06	0.00353150165772404	2.37683349174128
CNR1	-2.23495053016666	3.42784392525	-5.97395663903527	4.87752849252297e-06	0.00364746777508357	2.3233228704437
ADAMTS8	2.399431361	5.96979848625	5.96819158514885	4.94422558842344e-06	0.00364746777508357	2.30948235498172
BTN3A1	1.540257722	5.07702525691667	5.96353734835281	4.99874939870165e-06	0.00364746777508357	2.29830640024407
CRELD1	1.19998134441667	8.11207433029167	5.9607583199596	5.03159729634069e-06	0.00364746777508357	2.29163232259061
HLA-DQA1	1.85619446783334	3.874979679	5.92698016837357	5.44890160212718e-06	0.00379723971209983	2.21045449280465
PRKAG3	1.92809593816667	2.46269015183333	5.92342507409393	5.49482657375403e-06	0.00379723971209983	2.20190461082461
AC008746.4	1.14057355483333	2.1065298865	5.92301768240939	5.50011442443718e-06	0.00379723971209983	2.2009247744265
AC245884.8	1.14057355483333	2.1065298865	5.92301768240939	5.50011442443718e-06	0.00379723971209983	2.2009247744265
HLA-DPB1	1.60931205016667	5.232633621	5.86362111908506	6.32934120963301e-06	0.00426811028802613	2.05790824799995
CRIP1	2.29750098550001	9.06196439308333	5.85635347841428	6.43919912936552e-06	0.00429228132309534	2.0403875957825
MXRA5	2.77093395766667	5.67580411333333	5.8417243060132	6.66626213510505e-06	0.00439314250001304	2.00510597260278
ANGPT1	1.28946487458334	7.41896387204167	5.83259819925222	6.81202550083653e-06	0.00440137593849756	1.98308686334545
CSMD2	-1.519029881	4.09293397708333	-5.83145293484821	6.83054566007588e-06	0.00440137593849756	1.98032310719499
ITGA5	-1.59097048499999	9.87077103325	-5.8061801131959	7.25254859456731e-06	0.00462194561148068	1.91930603749873
VCAN	1.53448203166668	12.4330195841667	5.79610059216107	7.42817673581547e-06	0.00465186232964938	1.89495553507884
HBB	3.39150318800001	6.14749434158333	5.79430467074701	7.45992096731316e-06	0.00465186232964938	1.89061597721936
MAP3K7CL	1.729160452	6.47885432808333	5.78162258069012	7.6880533765101e-06	0.00470096388906996	1.85996401467795
ARRDC2	-1.07334297491666	6.607046469625	-5.78092620060073	7.7007840508621e-06	0.00470096388906996	1.85828050949853
SAMD9L	1.34547456533334	4.97605872391667	5.77640350385377	7.78398840951915e-06	0.00470225874826296	1.84734586430461
CCL4	2.21563623925	2.241291797875	5.74868533155569	8.3143035647571e-06	0.00497083924361813	1.78029386932189
SCG2	3.04003745391667	5.623925724625	5.73092636460677	8.67326642213928e-06	0.00513253815937881	1.73730071145766
RAB38	2.09398977558333	2.50126248045833	5.71806076111201	8.94313849896963e-06	0.00523878213101763	1.70613808403366
SSPN	1.203206971	7.50129712425	5.69523226008789	9.44321115987082e-06	0.00547640144794388	1.65081108788561
ALDH1L1	-1.27508559508333	7.43455598795833	-5.69005983735441	9.56041556450206e-06	0.00548947702804127	1.63826950437619
SLC24A4	1.87018812608334	5.601443188625	5.68054749893664	9.77983795160833e-06	0.00553960196391087	1.61519943562008
POU6F2	2.52242181941667	3.00255617320833	5.67351563729694	9.94533041797906e-06	0.00553960196391087	1.59814067066107
DYNLL1	1.11838627783334	8.80458075858333	5.67324596685574	9.95173343304196e-06	0.00553960196391087	1.5974863939718
IL32	1.709916896	5.48651766958333	5.66997221097839	1.00298002553867e-05	0.00553960196391087	1.58954312997798
TENM4	1.92564431325	4.707359183875	5.65832774991646	1.0312560436098e-05	0.0055893113772956	1.56128292667008
BST1	1.56714845941667	5.00788462029167	5.64921780490537	1.05394184428256e-05	0.00565304940419701	1.53916653350733
C2orf40	1.75072352783334	7.52409212975	5.63614694656055	1.08738084831323e-05	0.00570453695345006	1.50742310924416
WIPF3	1.865367161	3.82452256533333	5.63442640455761	1.09186212445115e-05	0.00570453695345006	1.50324369827306
CHCHD6	1.11849134125	5.79658838145833	5.6210184386913	1.12743373888453e-05	0.00583779150170809	1.47066645413498
NXNL2	1.45868060441667	2.443396026625	5.60127435635519	1.18197248672482e-05	0.00606126702356558	1.4226700136058
LINC01759	1.66427783625	2.027126418375	5.59792175101285	1.191496285218e-05	0.00606126702356558	1.41451721599197
MDGA1	1.52789958175	4.566728833625	5.58520816473559	1.22832626287929e-05	0.00611700179732813	1.38359311514165
CCDC144NL-AS1	2.67617517291667	3.321946660375	5.58325168379432	1.23409585689202e-05	0.00611700179732813	1.37883319350875
CD1C	2.41902009933333	2.14524494058333	5.57464960552656	1.25979165172309e-05	0.00613965598693084	1.35790192187314
GALM	1.15654186966667	6.56576308758333	5.57463355951639	1.25984008836372e-05	0.00613965598693084	1.35786287244735
STK17B	-1.15368038533333	5.62395500458333	-5.54197710294065	1.36244561191369e-05	0.0065114015493566	1.27835245913094
CRIM1	1.34664161341667	9.344664617625	5.53973174294084	1.36980495753195e-05	0.0065114015493566	1.27288280219992
HLA-DRA	2.054004723	6.3742228535	5.49885771125378	1.51106180964632e-05	0.00710360522332391	1.1732537329966
AL365203.3	-1.17114370074999	3.598687127625	-5.46305159416222	1.64692621573774e-05	0.00752048756136054	1.08588536407888
PGAM2	3.0878733265	3.15465979416667	5.4532475832937	1.68624582262318e-05	0.00760241408756299	1.06194859264981
ANKRD6	1.38705664966667	6.9028293525	5.4520568340353	1.69108585052614e-05	0.00760241408756299	1.05904092409045
IFIT2	1.37279041583334	5.74087809025	5.43855644966843	1.74695706104733e-05	0.00779317544933216	1.02606827158624
ADPRHL1	-2.04258310383333	5.09949296716667	-5.43035036808321	1.78182969189792e-05	0.00782830676683605	1.00602053046209
CPM	-1.47260869041666	4.78762872379167	-5.3999278082654	1.91739429714372e-05	0.00833139747673155	0.931660753305865
GRIA2	2.25540768133334	7.11441589433333	5.39605308663312	1.93539577637211e-05	0.00833139747673155	0.922185984327209
DCAF12L1	2.06592175983333	1.54712129675	5.3951879066761	1.93943865528384e-05	0.00833139747673155	0.920070256004527
HBA2	3.38659959508334	5.68707625120833	5.3709561740187	2.05621867647011e-05	0.00876810953709787	0.86079540257893
MASP1	3.13972149391667	5.807884223625	5.35942017222475	2.11429543447213e-05	0.00882117518930521	0.832564324867001
SYN2	-1.93563522975	1.05115094820833	-5.3378611763106	2.22732993617833e-05	0.00922639607062786	0.779784395717897
INHBA-AS1	1.87130475158333	1.929386751125	5.27440774526334	2.59687409257196e-05	0.0105315048426941	0.624291970654662
RNF141	1.07281701175	7.911319646625	5.26210342993251	2.67543240049967e-05	0.0107534103904765	0.594115821280109
HAAO	1.26633154225001	7.316387048125	5.26006506993203	2.68867709313037e-05	0.0107534103904765	0.589116035322107
VIM	1.05945540333335	15.2759753108333	5.24930994642138	2.75966863538854e-05	0.0109617440528827	0.562731927457946
EDA2R	1.07210294483334	5.47174502725	5.23435448977822	2.86155292087081e-05	0.0112361700099818	0.526034252122219
CD74	1.73371604358334	10.4413284590417	5.22548472346122	2.92376953404033e-05	0.0112361700099818	0.504264534763779
IFIT3	1.149328057	5.88739125708333	5.2251334831665	2.92626129812673e-05	0.0112361700099818	0.503402382849725
GLUL	-1.0975308585	10.33049756325	-5.22250076492547	2.94500688275695e-05	0.0112361700099818	0.49693994565223
KCNJ5	1.96414555766667	2.17706027908333	5.1947584299307	3.15008642853442e-05	0.0118625300162336	0.428822259189234
CEMIP	2.52396037891667	3.597655215375	5.187373978137	3.20707133290461e-05	0.0119992056651056	0.410684800824983
LTC4S	1.46544088733334	3.016847368	5.17529337289577	3.30255474486741e-05	0.0122772472640446	0.381007599090886
SCGB3A2	2.70681151341667	2.642500175375	5.16633305805352	3.37522988368792e-05	0.0123532994192207	0.358991603995342
HLA-DMA	1.35529926616667	3.5032961305	5.16495228099994	3.38657209783955e-05	0.0123532994192207	0.355598651699864
RASL11B	1.33985726741667	5.91442084729167	5.15500273007481	3.46944974427934e-05	0.0124199875938267	0.331147461947664
TNFRSF10C	1.60402972066667	3.9904382315	5.13236181213598	3.66577489255574e-05	0.0129627611795113	0.275491773870032
HIP1R	-1.14715399599999	6.957269249	-5.11775836311704	3.79833032389442e-05	0.0131902138008149	0.239582833357316
MYOT	-1.73388453258333	3.59627796529167	-5.11487080829406	3.82510931227576e-05	0.0132041407349291	0.232481540121336
CAP2	1.27826450258334	7.666756200625	5.07216977917633	4.24415718647246e-05	0.0142176836081625	0.12743176776598
LGALS3BP	1.06591577500001	10.197598415	5.07075147143864	4.25884573328435e-05	0.0142176836081625	0.123941436434659
SPTY2D1-AS1	1.44422017825	1.41957260845833	5.06547809428615	4.31391099502479e-05	0.0142757076642994	0.110963510018577
ITGA9-AS1	1.22416864425	4.243265235375	5.06371687064538	4.33246176075853e-05	0.0142757076642994	0.106628878788495
CCL3L3	1.70885050691667	1.04009087504167	5.05998682383371	4.372016538607e-05	0.0143246528318325	0.0974483371086414
HLA-DQB1	1.64347388933334	3.8326361065	5.04823206073126	4.49907174189688e-05	0.0145762384093757	0.0685140103599036
ELL2	-1.10549503674999	6.66526737445833	-5.04031286720203	4.58676631000599e-05	0.0146731181409779	0.0490183916563396
CRLF1	-1.57902829458333	3.434123500375	-5.03869628177989	4.60487903998411e-05	0.0146731181409779	0.0450384051103701
GBP4	1.73739479108334	5.069775649875	5.02766322117654	4.73044168734226e-05	0.0149093752594587	0.017873141978896
LAMP5	1.58197551608333	1.124321091375	5.02213710489137	4.79462652107504e-05	0.014949181496597	0.00426549915257368
AC006441.3	1.26991539816667	1.99214697183333	5.01191764591656	4.91565068194145e-05	0.0151746027576223	-0.0209015569177282
OAS3	1.59356852033334	6.26153201825	5.01161694916999	4.91925804568309e-05	0.0151746027576223	-0.0216421175151122
FST	1.93724527175	4.38713243795833	4.97584248739015	5.36808539404956e-05	0.0163848092766903	-0.109766131611835
GALNTL6	2.2100852705	2.54634102058333	4.9711685228832	5.42970248187136e-05	0.0164202848131279	-0.121282145275359
CLDN1	1.7452479775	2.68267997108333	4.97066848802697	5.43633659945261e-05	0.0164202848131279	-0.122514196275754
MMP2	1.03075674608334	10.0422851554583	4.95525537149747	5.64489030707864e-05	0.0167736814308301	-0.160494092604141
ASTN2	1.18036973766667	4.9154757035	4.95350844596745	5.66903171148708e-05	0.0167736814308301	-0.164799105930834
IGSF10	-2.07599649358333	5.83257679220833	-4.94690822246558	5.76118697645112e-05	0.0169598231637223	-0.181064930872168
HS3ST2	-2.28645440891666	3.69375089454167	-4.94001644637076	5.8590270613325e-05	0.0170745003199927	-0.198050342085468
BTD	1.02944186516667	6.22632393825	4.92343846216104	6.10130252053933e-05	0.0176916418536819	-0.238912602788048
DRC3	1.23905165541667	3.41249070829167	4.90448378610531	6.39072473246413e-05	0.0181675146769506	-0.285640046367575
TEF	1.10981185133334	6.97669275366667	4.90082729221726	6.44813007429057e-05	0.0182412881657723	-0.294654913223283
AL391807.1	1.09597090233334	2.24937425125	4.88647113278921	6.67858979159e-05	0.0187344297968165	-0.330051527802874
CAVIN2	1.32578355825001	6.79929363604167	4.88478297881601	6.70622995542562e-05	0.0187344297968165	-0.334214086877264
XG	1.07661472225	5.759381228375	4.88398319327175	6.71936509188666e-05	0.0187344297968165	-0.336186171940534
CKMT2	1.11079750066667	6.30673702825	4.88003652308712	6.78456336731987e-05	0.018825702553157	-0.345917900154458
B3GNT7	1.31664387708334	5.36764831829167	4.8742232336651	6.88176142361198e-05	0.0189608763492179	-0.360252819772606
CORO6	-1.48075753608333	5.14479289354167	-4.86398453221092	7.05637888431362e-05	0.0189608763492179	-0.3855016098451
MFAP4	1.11271211000002	12.7773166858333	4.86391421625216	7.05759341376239e-05	0.0189608763492179	-0.385675015586498
CTSZ	1.20348535066667	3.27483136941667	4.86246102215891	7.08274087922039e-05	0.0189608763492179	-0.389258744839456
GSG1L	1.40373361025	6.71459878070833	4.86211308580671	7.08877529372495e-05	0.0189608763492179	-0.390116797072096
MKX-AS1	1.49864218275	1.16598775804167	4.85720401869068	7.17446988661431e-05	0.0189608763492179	-0.40222332613931
MT1X	-1.81380327783332	7.1774011895	-4.85615456231591	7.19292465785171e-05	0.0189608763492179	-0.404811495067353
TCEA3	1.06302144525001	6.52822258004167	4.84855498214932	7.32799937720005e-05	0.0192295324833467	-0.42355403472906
VWA5A	1.22045226391668	7.94517871220833	4.84081612381505	7.46817736886754e-05	0.0195090995564295	-0.442640864300687
CYS1	1.38684067858334	4.60153858945833	4.83493474467506	7.5765144729013e-05	0.0196046347957804	-0.457146983613356
SLC4A3	1.23653952666667	4.312848177	4.80831915219076	8.08692757668327e-05	0.0203223343304646	-0.522797846756602
CD69	1.83317546441667	1.74216194854167	4.80704340518868	8.1122449439152e-05	0.0203223343304646	-0.525944824358792
CPNE4	2.59935748575	5.09597986504167	4.80615538520162	8.12991492881517e-05	0.0203223343304646	-0.528135376367812
WWOX	1.03753492475	6.08003076879167	4.79669148994849	8.3206544684597e-05	0.0207098589952525	-0.551481171540814
IL4I1	1.94367953133333	1.76577663258333	4.77374148303683	8.80212863882262e-05	0.0216297392436966	-0.608097670783476
OSER1-AS1	1.31652832733334	4.087274623	4.75663787134279	9.17910884592046e-05	0.0221801691375611	-0.650293382871539
CCDC34	1.3614995315	2.45379042758333	4.75094047898524	9.30826007068382e-05	0.022253841797778	-0.664349484485959
PIK3R6	1.41508600483333	1.687116961	4.74987305960631	9.33265950278526e-05	0.022253841797778	-0.666982938763198
TMEM130	2.90959311175	6.798644635375	4.74687806226515	9.40146438441814e-05	0.022253841797778	-0.674371981508111
SULT1B1	-1.26416041683333	1.06290729183333	-4.73699994352093	9.63203629037119e-05	0.0225238177656249	-0.698742720396178
CDCA7L	1.29032899766667	5.3420491425	4.72400735302891	9.94399259628307e-05	0.0229753769974599	-0.730797524655488
SOCS2	-1.6831112335	4.47589639291667	-4.71701509142462	0.000101160660134066	0.0232801990601385	-0.748048580256874
DDIT4	-1.47505484124999	8.20198086354167	-4.71137242937267	0.000102571085892961	0.0235114821509506	-0.761969931524421
FRZB	1.65746456700001	11.0954533331667	4.70925610320901	0.000103105163490046	0.0235408572688119	-0.76719123788979
HLA-DRB1	1.59874686841667	5.990624431625	4.70708650237995	0.000103655589245772	0.0235737199495297	-0.77254397415671
KANSL1-AS1	1.29921140008333	1.749330110375	4.70079965987037	0.00010526730224025	0.0236618862744917	-0.788054523342366
AL590428.1	1.31061086041667	2.10968522279167	4.69450782824627	0.000106905528763868	0.023937344901942	-0.803577284430226
NPAS2	-1.01285319299999	5.44377572141667	-4.69103944890521	0.000107819539950352	0.0239570060549455	-0.81213417248581
AL139241.1	1.22419560466667	0.778764469	4.68288112951573	0.00011000057699722	0.0243483338236633	-0.832261501702595
NLGN3	1.19250149758334	4.75529484679167	4.6649005476767	0.000114965396225133	0.0252545008457732	-0.876620122902313
ACTG1P14	-1.28177179458333	2.86266588854167	-4.65279935314045	0.000118433005780386	0.0256279302396341	-0.90647297658233
RHOB	-1.129733048	8.0748995215	-4.63645907851432	0.00012328272429748	0.0265211790876075	-0.946781484138466
A2M-AS1	1.47244368991667	4.15096666154167	4.63541198587036	0.000123600214734616	0.0265211790876075	-0.949364388666501
GEM	1.59771950966668	10.0223838076667	4.63431773995647	0.000123932880394903	0.0265211790876075	-0.952063596364901
PCBP3	-1.78312489508333	3.52846329370833	-4.63050385010332	0.000125099401974905	0.0266723883041568	-0.961471332310667
TNFAIP6	2.06716211258333	2.43622298129167	4.62304436420364	0.000127412952609514	0.0270661515043353	-0.979871224992984
STAC	1.47721399975	5.800495515625	4.61600398252344	0.000129635931449841	0.0273559327301266	-0.997236756134603
MICALL2	-1.15689759741666	5.37869699345833	-4.61159802412544	0.000131046874459388	0.0274087462745837	-1.00810401574873
AC062029.1	1.46599914708333	1.69556180570833	4.59115326744536	0.000137798524284504	0.0282379852255521	-1.05852743693269
CCL8	2.34597928816667	2.74450425341667	4.58683541422929	0.000139268529485864	0.0284387317974426	-1.06917588994983
HAPLN1	1.1840124195	7.35785204541667	4.57266090127086	0.000144205789921975	0.0292410013109968	-1.10413018598345
RSAD2	1.67330347066667	4.17610096125	4.56798223371611	0.00014587372809059	0.0293738024762416	-1.11566701101957
SLCO4A1	-1.89144011233333	3.32607008333333	-4.56493007448955	0.000146972239883971	0.0294925989882047	-1.123192922361
IL1R2	-2.62729791983333	2.80399650316667	-4.55302860338489	0.000151335614994172	0.0300561860286199	-1.15253750189011
ISG15	1.19772053833334	7.18496653883333	4.54956525842704	0.000152629611275149	0.0302097237088046	-1.16107629772451
RUNX1	1.40817796008334	5.70415493570833	4.54612319978738	0.000153926653116167	0.0303628176672308	-1.16956237192377
GSTO2	1.36477424333334	3.83329959233333	4.54310443435671	0.000155073287709959	0.0304434901864323	-1.17700465473372
EFCAB11	1.00558930483333	2.61045323525	4.541121741415	0.00015583104330374	0.0304434901864323	-1.18189256253869
CERCAM	1.02382539241667	8.07285243245833	4.535473125776	0.00015801028651934	0.0304434901864323	-1.19581756081051
BHLHE41	1.44822942791667	3.68360376770833	4.52533744473961	0.000161997570415401	0.0311083612619217	-1.22080232249051
ETV7	1.29483867025	4.52552054804167	4.51563520800579	0.000165908840747259	0.0315228194841878	-1.24471639347763
CCDC42	1.57321356375	2.51428740070833	4.51092697916077	0.000167840859912183	0.0317055211364406	-1.25632041142444
FAM161B	1.00487952375	5.49211703170833	4.49830107801189	0.000173133979860331	0.0322847552863029	-1.28743574077746
IL2RB	1.748720106	2.49241552016667	4.49411525391593	0.000174925471299107	0.0324304266670928	-1.29775037900207
CD55	2.11814281925001	8.934827361125	4.48823379528602	0.000177474118244725	0.0325506025395978	-1.31224256397062
SERPINI1	1.06406496575	5.597668835375	4.48719674617176	0.000177927353388383	0.0325506025395978	-1.31479780118426
RPL12P38	1.02842849375	3.60271317004167	4.48320261009619	0.000179683827292791	0.0326003385584132	-1.32463886939776
APOBEC3G	1.13203000925	4.45401299245833	4.48274618996863	0.000179885647210736	0.0326003385584132	-1.32576340448812
FOXS1	1.14317942825	6.510043749125	4.47489521141512	0.000183392972384645	0.0331003334035429	-1.34510582381085
ECM2	1.15981767883334	7.44435107133333	4.47018284497637	0.000185530987209663	0.0333111409945819	-1.35671478459267
OASL	1.5749289245	2.04535925433333	4.46222664733727	0.000189197567769884	0.0335561604933211	-1.37631342189001
IFIT1	1.29165100058334	5.92759490304167	4.45935599429394	0.000190538243849707	0.0335561604933211	-1.38338426722251
HPCAL1	-1.30876966991666	5.051482374125	-4.45552445145438	0.000192342522974808	0.0335561604933211	-1.39282151957011
AC016722.3	-1.164773327	0.881133538583333	-4.45503870389415	0.00019257248127028	0.0335561604933211	-1.39401790278994
MGARP	1.71557669691667	4.56697188554167	4.45480777887684	0.00019268190030307	0.0335561604933211	-1.3945866622493
SERPINA5	-1.75810876016666	2.78390232266667	-4.44409662170478	0.000197826186369504	0.0342463702272438	-1.42096591281873
MYZAP	-2.27192881433333	3.86492366958333	-4.44058864729304	0.000199540699885277	0.034338171538418	-1.42960445853824
SLC26A4	2.25303846266667	3.77464456866667	4.42459203528551	0.00020754959223865	0.0353114355938384	-1.46899142630039
IL1B	2.45406950566667	2.92012891341667	4.42443077279887	0.000207631947605727	0.0353114355938384	-1.46938844156443
DUSP6	1.2425409425	8.25974360566667	4.40705633418925	0.000216699290727397	0.0363699683326304	-1.51215726670922
LINC00672	1.02046676808334	3.070874971625	4.40557470577613	0.000217490622106288	0.0363699683326304	-1.51580390586546
ITM2A	1.09461287116667	6.53626346708333	4.40533483847093	0.00021761900593904	0.0363699683326304	-1.51639426822948
LINC01301	1.1916006685	0.762467000916667	4.39978500116237	0.000220610708040472	0.0367640137683651	-1.53005292199692
ADAMTS17	1.30161597633334	3.24330103775	4.38670054607195	0.000227827943289211	0.0377497883290606	-1.56225008684894
